Date,Year,Month,Day,Time all food in (to match with GPS data),Enclosure,Food Description,Food Type,# Food Buckets,Temperature,Weather,# Ravens Present,Predator/Alarm Call Playback,Food at Wolf/Bear Enclosure,Two Heap Experiment,Novel Person/Object,Hunting/Culling/Construction Work,Feeding in Smaller/Separation Enclosure,# Juveniles Close By,# Juveniles on Ground,Notes
2023/02/14,2023,2,14,08:45,Wild boar,"Bread, fish, intestines",Bread + entrails,3,-2.8,1,50,0,0,0,0,0,0,NA,NA,
2023/02/15,2023,2,15,08:44,Wild boar,"Bread, fish",Bread + entrails,3,-4.1,2,40,0,0,0,0,0,0,NA,NA,
2023/02/16,2023,2,16,08:51,Wild boar,"Bread, fish",Bread + entrails,3,-1,1,55,0,0,0,0,0,0,NA,NA,
2023/02/17,2023,2,17,08:35,Wild boar,"Bread, pellets",Bread + pellets,2,4,2,40,0,0,0,0,0,0,NA,NA,
2023/02/20,2023,2,20,,Wild boar,"Bread, fish",Bread + entrails,3,8.4,2,50,0,0,0,0,0,0,NA,NA,
2023/02/21,2023,2,21,,Wild boar,"Bread, entrails",Bread + entrails,3,4.7,1,50,0,0,0,0,0,0,NA,NA,
2023/02/22,2023,2,22,08:55,Wild boar,"Bread, fish",Bread + entrails,2,3.2,1,50,0,0,0,0,0,0,NA,NA,
2023/02/23,2023,2,23,09:03,Wild boar,Bread,Bread,2,4.9,2,40,0,0,0,0,0,0,NA,NA,
2023/02/24,2023,2,24,08:51,Wild boar,Bread,Bread,2,4.4,2,60,0,0,0,0,0,0,NA,NA,
2023/02/27,2023,2,27,08:55,Wild boar,Bread,Bread,1,-1.4,5,40,0,0,0,0,0,0,NA,NA,
2023/02/28,2023,2,28,08:47,Wild boar,Pellets,Pellets,1.5,-6.1,1,40,0,0,0,0,0,0,NA,NA,
2023/03/01,2023,3,1,08:47,Wild boar,Bread,Bread,2,,2,50,0,0,0,0,0,0,NA,NA,
2023/03/02,2023,3,2,08:48,Wild boar,Bread,Bread,2,2,2,45,0,0,0,0,0,0,NA,NA,
2023/03/03,2023,3,3,08:49,Wild boar,"Bread, pellets",Bread + pellets,1,1.7,3,40,0,0,0,0,0,0,NA,NA,
2023/03/06,2023,3,6,08:45,Wild boar,"Pellets, fish",Pellets + entrails,2,1.7,2,40,0,0,0,0,0,0,NA,NA,
2023/03/07,2023,3,7,08:54,Wild boar,"Pellets, fish",Pellets + entrails,2,2.2,2,40,0,0,0,0,0,0,NA,NA,
2023/03/08,2023,3,8,08:35,Wild boar,Bread,Bread,1,3.2,2,45,0,0,0,0,0,0,NA,NA,
2023/03/09,2023,3,9,08:38,Wild boar,"Bread, pellets",Bread + pellets,1,6.4,3,40,0,0,0,0,0,0,NA,NA,
2023/03/10,2023,3,10,08:36,Wild boar,"Bread, pellets",Bread + pellets,1,,2,50,0,0,0,0,0,0,NA,NA,
2023/03/13,2023,3,13,08:46,Wild boar,"Pellets, fish intestines",Pellets + entrails,2,6.2,2,30,0,0,0,0,0,0,NA,NA,
2023/03/14,2023,3,14,,Wild boar,"Pellets, corn, fruit",Pellets + vegetables/fruit,1,8.1,3,15,0,0,0,0,0,0,NA,NA,
2023/03/15,2023,3,15,08:41,Wild boar,Bread,Bread,2,0.9,5,30,0,0,0,0,0,0,NA,NA,
2023/03/17,2023,3,17,08:38,Wild boar,"Bread, pellets",Bread + pellets,2,3.2,1,40,0,0,0,0,0,0,NA,NA,
2023/03/20,2023,3,20,08:42,Wild boar,"Pellets, entrails",Pellets + entrails,2,7.8,3,30,0,0,0,0,0,0,NA,NA,
2023/03/21,2023,3,21,08:37,Wild boar,"Bread, pellets, fish intestine",Bread + pellets + entrails,2,7.8,1,30,0,0,0,0,0,0,NA,NA,
2023/03/22,2023,3,22,08:38,Wild boar,"Bread, fish",Bread + entrails,2,8.8,1,30,0,0,0,0,0,0,NA,NA,
2023/03/23,2023,3,23,08:38,Wild boar,"Bread, pellets",Bread + pellets,2,8.2,1,20,0,0,0,0,0,0,NA,NA,
2023/03/24,2023,3,24,08:38,Wild boar,"Bread, vegetables",Bread + vegetables/fruit,2.5,10.9,2,30,0,0,0,0,0,0,NA,NA,
2023/03/27,2023,3,27,08:37,Wild boar,Bread,Bread,2,4.4,4,30,0,0,0,0,0,0,NA,NA,
2023/03/28,2023,3,28,08:42,Wild boar,Bread,Bread,3,0.4,6,40,0,0,0,0,0,0,NA,NA,
2023/03/29,2023,3,29,08:38,Wild boar,Bread,Bread,2,0.7,5,30,0,0,0,0,0,0,NA,NA,
2023/03/30,2023,3,30,08:43,Wild boar,Bread,Bread,2,8.5,2,30,0,0,0,0,0,0,NA,NA,
2023/03/31,2023,3,31,08:43,Wild boar,Bread,Bread,2,7.8,2,30,0,0,0,0,0,0,NA,NA,
2023/04/03,2023,4,3,08:39,Wild boar,"Bread, fish",Bread + entrails,2,2,2,40,0,0,0,0,0,0,NA,NA,
2023/04/04,2023,4,4,08:44,Wild boar,"Bread, fish",Bread + entrails,2,-0.8,2,40,0,0,0,0,0,0,NA,NA,
2023/04/05,2023,4,5,08:35,Wild boar,Bread,Bread,2,-1.8,2,30,0,0,0,0,0,0,NA,NA,
2023/04/06,2023,4,6,08:43,Wild boar,"Bread, nuts",Bread + nuts,2,-1.3,1,30,0,0,0,0,0,0,NA,NA,
2023/04/07,2023,4,7,08:41,Wild boar,"Bread, nuts",Bread + nuts,2,-0.2,1,30,0,0,0,0,0,0,NA,NA,
2023/04/10,2023,4,10,08:23,Wild boar,"Bread, entrails",Bread + entrails,2,2,2,30,0,0,0,0,0,0,NA,NA,
2023/04/11,2023,4,11,08:21,Wild boar,"Bread, nuts, entrails, vegetables",Bread + vegetables/fruit + nuts + entrails,2,4.9,2,35,0,0,0,0,0,0,NA,NA,
2023/04/12,2023,4,12,08:17,Wild boar,"Bread, fish",Bread + entrails,3,3,2,35,0,0,0,0,0,0,NA,NA,
2023/04/13,2023,4,13,08:14,Wild boar,"Bread, nuts, fish",Bread + nuts + entrails,3,4.3,3,25,0,0,0,0,0,0,NA,NA,
2023/04/14,2023,4,14,08:18,Wild boar,"Bread, nuts",Bread + nuts,3,0.8,3,20,0,0,0,0,0,0,NA,NA,
2023/04/17,2023,4,17,08:11,Wild boar,"Bread, nuts, pellets, cereal, entrails",Bread + pellets + nuts + kitchen scraps + entrails,3,4.4,2,20,0,0,0,0,0,0,NA,NA,
2023/04/18,2023,4,18,08:16,Wild boar,"Bread, fish, vegetables",Bread + vegetables/fruit + entrails,3,5.6,3,30,0,0,0,0,0,0,NA,NA,
2023/04/19,2023,4,19,08:27,Wild boar,"Bread, fish",Bread + entrails,3,6.2,2,25,0,0,1,0,0,0,NA,NA,
2023/04/20,2023,4,20,08:16,Wild boar,"Bread, fish",Bread + entrails,3,3.5,2,20,0,0,0,0,0,0,NA,NA,
2023/04/21,2023,4,21,07:57,Wild boar,Bread,Bread,2,4.6,1,20,0,0,1,0,0,0,NA,NA,
2023/04/24,2023,4,24,08:13,Wild boar,"Bread, entrails",Bread + entrails,2,8.9,3,25,0,0,0,0,0,0,NA,NA,
2023/04/25,2023,4,25,08:26,Wild boar,"Bread, fish",Bread + entrails,3,6.9,3,25,0,0,1,0,0,0,NA,NA,
2023/04/26,2023,4,26,08:19,Wild boar,"Bread, fish",Bread + entrails,2,4.6,3,25,0,0,0,0,0,0,NA,NA,Two heaps experiment control
2023/04/27,2023,4,27,08:20,Wild boar,"Bread, pellets",Bread + pellets,2,5.6,2,20,0,0,1,0,0,0,NA,NA,
2023/04/28,2023,4,28,08:16,Wild boar,"Bread, pellets",Bread + pellets,2,7.7,2,25,0,0,0,0,0,0,NA,NA,
2023/04/30,2023,4,30,08:28,Wild boar,"Bread, pellets, vegetables",Bread + pellets + vegetables/fruit,2,9.6,2,25,0,0,1,0,0,0,NA,NA,
2023/05/02,2023,5,2,08:27,Wild boar,"Bread, pellets",Bread + pellets,2,10.6,3,20,0,0,1,0,0,0,NA,NA,
2023/05/03,2023,5,3,08:23,Wild boar,"Bread, pellets",Bread + pellets,2,8.8,3,20,0,0,0,0,0,0,NA,NA,Two heaps experiment control
2023/05/04,2023,5,4,08:25,Wild boar,"Bread, pellets",Bread + pellets,2,5.3,1,10,0,0,0,0,0,0,NA,NA,
2023/05/05,2023,5,5,08:23,Wild boar,"Bread, pellets",Bread + pellets,2,9.9,1,15,0,0,0,0,0,0,NA,NA,
2023/05/08,2023,5,8,08:32,Wild boar,"Pellets, fish, entrails, vegetables",Pellets + vegetables/fruit + entrails,3,7.1,2,25,0,0,1,0,0,0,NA,NA,
2023/05/09,2023,5,9,08:32,Wild boar,"Bread, pellets, entrails",Bread + pellets + entrails,2,13.6,1,20,0,0,0,0,0,0,NA,NA,Two heaps experiment control
2023/05/10,2023,5,10,08:19,Wild boar,"Bread, fish",Bread + entrails,3,10.5,2,30,0,0,0,0,0,0,NA,NA,
2023/05/11,2023,5,11,08:25,Wild boar,"Bread, pellets",Bread + pellets,2,9.1,2,15,0,0,1,0,0,0,NA,NA,
2023/05/12,2023,5,12,08:20,Wild boar,"Bread, pellets",Bread + pellets,2,9.6,2,15,0,0,0,0,0,0,NA,NA,
2023/05/15,2023,5,15,08:29,Wild boar,"Pellets, chicks, entrails, vegetables",Bread + pellets + vegetables/fruit + raw meat scraps + entrails,2,8.2,2,10,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2023/05/16,2023,5,16,08:58,Wild boar,"Bread, fish",Bread + entrails,2,10.7,2,25,0,0,1,0,0,0,NA,NA,
2023/05/17,2023,5,17,08:30,Wild boar,"Bread, fish",Bread + entrails,2,6.9,3,20,0,0,0,0,0,0,NA,NA,
2023/05/18,2023,5,18,08:39,Wild boar,Bread,Bread,2,7.4,2,30,0,0,0,0,0,0,NA,NA,Two heaps experiment control
2023/05/19,2023,5,19,08:15,Wild boar,"Bread, fruit",Bread + vegetables/fruit,3,8.1,2,25,0,0,1,0,0,0,NA,NA,
2023/05/22,2023,5,22,08:22,Wild boar,"Bread, fish",Bread + entrails,3.5,15.3,1,30,0,0,0,0,0,0,NA,NA,
2023/05/23,2023,5,23,08:24,Wild boar,"Bread, nuts, fish",Bread + nuts + entrails,3,16.3,2,30,0,0,0,0,0,0,NA,NA,
2023/05/24,2023,5,24,08:21,Wild boar,"Bread, fish",Bread + entrails,3,13.3,2,30,0,0,0,0,0,0,NA,NA,
2023/05/25,2023,5,25,08:15,Wild boar,Bread,Bread,2,12.3,2,30,0,0,0,0,0,0,NA,NA,
2023/05/26,2023,5,26,08:29,Wild boar,Bread,Bread,2,12.9,2,30,0,0,0,0,0,0,NA,NA,
2023/05/28,2023,5,28,08:27,Wild boar,"Pellets, entrails",Pellets + entrails,2,9.9,1,20,0,0,1,0,0,0,NA,NA,Two heaps experiment object control
2023/05/29,2023,5,29,08:25,Wild boar,"Pellets, entrails, fish",Pellets + entrails,3,11.6,1,35,0,0,1,0,0,0,NA,NA,Two heaps experiment object control
2023/05/30,2023,5,30,08:29,Wild boar,"Pellets, fish",Pellets + entrails,2,11.7,1,30,0,0,1,1,0,0,NA,NA,Two heaps experiment with bicycle at old heap
2023/05/31,2023,5,31,08:29,Wild boar,"Bread, pellets, fish",Bread + pellets + entrails,2,11.3,1,35,0,0,1,1,0,0,NA,NA,Two heaps experiment with bicycle at old heap
2023/06/01,2023,6,1,08:19,Wild boar,"Bread, pellets",Bread + pellets,2,11.4,1,35,0,0,1,1,0,0,0,0,Two heaps experiment with bicycle at new heap
2023/06/02,2023,6,2,08:28,Wild boar,"Bread, pellets",Bread + pellets,2,15,1,20,0,0,1,0,0,0,1,0,
2023/06/05,2023,6,5,08:31,Wild boar,"Pellets, entrails, vegetables",Pellets + vegetables/fruit + entrails,3,14.6,1,20,0,0,1,1,0,0,0,0,Two heaps experiment with bicycle at new heap
2023/06/07,2023,6,7,08:29,Wild boar,Bread,Bread,3,14.7,1,25,0,0,1,1,0,0,1,0,Two heaps experiment with bicycle at old heap
2023/06/08,2023,6,8,08:33,Wild boar,"Bread, vegetables",Bread + vegetables/fruit,2,14.6,1,25,0,0,1,0,0,0,1,0,
2023/06/09,2023,6,9,08:22,Wild boar,"Pellets, bread",Bread + pellets,3,14.7,1,25,0,0,1,1,0,0,0,0,Two heaps experiment with bicycle at old heap
2023/06/12,2023,6,12,08:31,Wild boar,"Pellets, bread, entrails",Bread + pellets + entrails,2,13.7,1,25,0,0,1,1,0,0,3,2,Two heaps experiment with bicycle at new heap
2023/06/13,2023,6,13,08:33,Wild boar,"Bread, nuts, entrails",Bread + nuts + entrails,2,11.7,1,30,0,0,0,0,0,0,2,2,
2023/06/14,2023,6,14,08:25,Wild boar,Bread,Bread,2,11.9,1,20,0,0,1,0,0,0,2,2,
2023/06/15,2023,6,15,08:38,Wild boar,"Bread, pellets",Bread + pellets,2,12.5,1,30,0,0,1,1,0,0,2,1,One stranger present
2023/06/16,2023,6,16,08:29,Wild boar,"Bread, pellets, vegetables",Bread + pellets + vegetables/fruit,1,12.9,1,15,0,0,1,1,0,0,0,0,Two heaps experiment with bicycle at old heap
2023/06/19,2023,6,19,08:30,Wild boar,Pellets,Pellets,1,16.6,2,15,0,0,1,0,0,0,0,0,
2023/06/20,2023,6,20,08:33,Wild boar,"Bread, pellets",Bread + pellets,3,19.5,1,20,0,0,1,1,0,0,0,0,Two heaps experiment with bicycle at new heap
2023/06/21,2023,6,21,08:29,Wild boar,Bread,Bread,2,19.2,1,20,0,0,1,0,0,0,2,1,
2023/06/22,2023,6,22,08:31,Wild boar,"Bread, pellets",Bread + pellets,2,20.2,1,20,0,0,1,0,0,0,2,2,
2023/06/23,2023,6,23,08:11,Wild boar,"Bread, pellets",Bread + pellets,2,21.1,2,25,0,0,0,0,0,0,3,2,
2023/06/26,2023,6,26,08:38,Wild boar,"Bread, vegetables",Bread + vegetables/fruit,2.5,17.3,1,30,0,0,0,0,0,0,2,2,
2023/06/27,2023,6,27,08:56,Wild boar,"Bread, vegetables",Bread + vegetables/fruit,3.5,16.7,2,25,0,0,0,0,0,0,0,0,
2023/06/28,2023,6,28,08:40,Wild boar,Bread,Bread,3,13,2,35,0,0,0,0,0,0,4,3,Temperature approximate (between 12.0 and 14.0)
2023/06/29,2023,6,29,08:36,Wild boar,Bread,Bread,3,14.7,1,30,0,0,0,0,0,0,3,2,
2023/06/30,2023,6,30,08:30,Wild boar,Bread,Bread,2,17.6,1,30,0,0,0,0,0,0,2,2,
2023/07/03,2023,7,3,08:12,Wild boar,"Bread, pellets, vegetables",Bread + pellets + vegetables/fruit,2,17.5,1,35,0,0,0,0,0,0,3,2,20+ ravens at bear enclosure
2023/07/04,2023,7,4,08:18,Wild boar,"Bread, pellets, maize",Bread + pellets + vegetables/fruit,1,16.1,1,20,0,0,0,0,0,0,2,1,20+ ravens at bear enclosure
2023/07/05,2023,7,5,09:01,Wild boar,"Bread, pellets, maize, fruit",Bread + pellets + vegetables/fruit,2,19.2,2,25,0,0,0,0,0,0,2,2,
2023/07/06,2023,7,6,08:51,Wild boar,"Bread, vegetables",Bread + vegetables,3.5,16.2,1,25,0,0,0,0,0,0,3,3,
2023/07/07,2023,7,7,09:03,Wild boar,"Bread, pellets, maize",Bread + pellets + vegetables/fruit,3,18.1,1,35,0,0,0,0,0,0,2,2,
2023/07/10,2023,7,10,08:22,Wild boar,"Pellets, bread",Bread + pellets,2,19.4,1,30,0,0,0,0,0,0,4,3,
2023/07/11,2023,7,11,08:37,Wild boar,"Pellets, bread, vegetables",Bread + pellets + vegetables/fruit,2.5,20.7,1,35,0,0,0,0,0,0,3,3,
2023/07/12,2023,7,12,08:24,Wild boar,"Bread, vegetables",Bread + vegetables/fruit,2,21,2,30,0,0,0,0,0,0,3,3,
2023/07/13,2023,7,13,08:11,Wild boar,"Bread, pellets",Bread + pellets,3,16.7,2,35,0,0,0,0,0,0,4,4,
2023/07/14,2023,7,14,07:52,Wild boar,"Bread, fruit",Bread + vegetables/fruit,3,13.7,1,40,0,0,0,0,0,0,3,2,
2023/07/17,2023,7,17,08:32,Wild boar,"Bread, pellets",Bread + pellets,3,21.6,2,35,0,0,0,0,0,0,4,3,
2023/07/18,2023,7,18,,Wild boar,"Bread, pellets",Bread + pellets,2,20.4,1,30,0,0,0,0,0,0,3,2,
2023/07/20,2023,7,20,,Wild boar,"Bread, pellets",Bread + pellets,3,16.4,3,30,0,0,0,0,0,0,4,4,
2023/07/21,2023,7,21,,Wild boar,"Bread, pellets",Bread + pellets,3,15.7,3,25,0,0,0,0,0,0,5,5,
2023/07/24,2023,7,24,08:18,Wild boar,Pellets,Pellets,2,20.2,1,15,0,0,0,0,0,0,2,2,
2023/07/25,2023,7,25,08:28,Wild boar,"Pellets, bread, fruit",Bread + pellets + vegetables/fruit,2,15.7,3,35,0,0,0,0,0,0,4,4,
2023/07/26,2023,7,26,,Wild boar,Bread,Bread,2,,3,30,0,0,0,0,0,0,NA,NA,
2023/07/27,2023,7,27,,Wild boar,"Pellets, bread",Bread + pellets,2,,2,25,0,0,0,0,0,0,NA,NA,
2023/07/28,2023,7,28,,Wild boar,"Pellets, bread",Bread + pellets,2,,2,30,0,0,0,0,0,0,NA,NA,
2023/07/31,2023,7,31,08:42,Wild boar,Pellets,Pellets,2,15.8,1,25,0,0,0,0,0,0,2,2,
2023/08/01,2023,8,1,08:22,Wild boar,"Pellets, bread, fruit",Bread + pellets + vegetables/fruit,2,17,3,15,0,0,0,0,0,0,2,2,
2023/08/02,2023,8,2,08:12,Wild boar,Pellets,Pellets,2,13.8,2,20,0,0,0,0,0,0,3,3,
2023/08/03,2023,8,3,08:25,Wild boar,"Bread, pellets",Bread + pellets,2,15.2,3,15,0,0,0,0,0,0,NA,NA,
2023/08/04,2023,8,4,08:27,Wild boar,"Pellets, bread",Bread + pellets,2,14.8,2,30,0,0,0,0,0,0,2,2,
2023/08/07,2023,8,7,08:49,Wild boar,"Pellets, bread, fruit",Bread + pellets + vegetables/fruit,2,15.8,4,20,0,0,0,0,0,0,3,3,
2023/08/08,2023,8,8,08:27,Wild boar,Pellets,Pellets,2,10.7,1,5,0,0,0,0,0,0,NA,NA,
2023/08/09,2023,8,9,08:29,Wild boar,Pellets,Pellets,2,11.4,3,10,0,0,0,0,0,0,NA,NA,
2023/08/10,2023,8,10,08:34,Wild boar,Pellets,Pellets,2,12.7,3,15,0,0,0,0,0,0,NA,NA,
2023/08/11,2023,8,11,08:26,Wild boar,"Bread, pellets",Bread + pellets,2,11.6,1,40,0,0,0,0,0,0,6,6,
2023/08/14,2023,8,14,08:34,Wild boar,"Pellets, bread",Bread + pellets,3,20.3,1,25,0,0,0,0,0,0,1,1,
2023/08/15,2023,8,15,08:23,Wild boar,"Pellets, bread",Bread + pellets,3,18.3,1,30,0,0,0,0,0,0,3,3,
2023/08/16,2023,8,16,08:39,Wild boar,"Bread, pellets",Bread + pellets,3,17.4,2,35,0,0,0,0,0,0,2,2,
2023/08/18,2023,8,18,08:34,Wild boar,"Bread, pellets",Bread + pellets,2,19.4,2,35,0,0,0,0,0,0,4,4,
2023/08/21,2023,8,21,08:53,Wild boar,Pellets,Pellets,2,19.8,1,30,0,0,0,0,0,0,4,4,
2023/08/22,2023,8,22,08:25,Wild boar,Pellets,Pellets,2,18.9,1,30,0,0,0,0,0,0,5,5,
2023/08/23,2023,8,23,08:22,Wild boar,Pellets,Pellets,2,18.5,3,25,0,0,0,0,0,0,1,1,
2023/08/24,2023,8,24,08:53,Wild boar,"Pellets, bread",Bread + pellets,2,19.8,1,30,0,0,0,0,0,0,2,2,
2023/08/28,2023,8,28,,Wild boar,"Pellets, bread",Bread + pellets,2,,3,30,0,0,0,0,0,0,4,4,
2023/08/29,2023,8,29,08:14,Wild boar,"Pellets, bread",Bread + pellets,2,12.2,3,20,0,0,0,0,0,0,3,3,
2023/08/30,2023,8,30,08:28,Wild boar,Bread,Bread,2,11.7,3,10,0,0,0,0,0,0,NA,NA,
2023/08/31,2023,8,31,07:55,Wild boar,"Bread, pellets",Bread + pellets,2,11.6,3,10,0,0,0,0,0,0,NA,NA,
2023/09/04,2023,9,4,09:08,Wild boar,"Bread, pellets",Bread + pellets,2,13.9,2,20,0,0,0,0,0,0,NA,NA,
2023/09/05,2023,9,5,08:26,Wild boar,"Bread, pellets",Bread + pellets,2,10.4,1,30,0,0,0,0,0,0,2,2,
2023/09/06,2023,9,6,08:58,Wild boar,"Bread, carrots",Bread + vegetables/fruit,3,12.5,1,35,0,0,0,0,0,0,2,2,
2023/09/07,2023,9,7,08:20,Wild boar,"Bread, vegetables",Bread + vegetables/fruit,2,11.9,1,35,0,0,0,0,0,0,2,2,
2023/09/08,2023,9,8,08:22,Wild boar,Bread,Bread,2,11.7,1,35,0,0,0,0,0,0,3,3,
2023/09/11,2023,9,11,08:39,Wild boar,Bread,Bread,2,16.6,1,35,0,0,0,0,0,0,2,2,
2023/09/12,2023,9,12,08:35,Wild boar,"Bread, pellets",Bread + pellets,2,16.3,1,30,0,0,0,0,0,0,1,1,
2023/09/13,2023,9,13,08:37,Wild boar,Bread,Bread,2,17.4,1,60,0,0,0,0,0,0,NA,NA,
2023/09/14,2023,9,14,08:31,Wild boar,Bread,Bread,2,16.5,2,30,0,0,0,0,0,0,NA,NA,
2023/09/15,2023,9,15,08:30,Wild boar,Bread,Bread,2,10.8,1,35,0,0,0,0,0,0,NA,NA,
2023/09/18,2023,9,18,08:49,Wild boar,"Pellets, bread",Bread + pellets,2,13.8,1,40,0,0,0,0,0,0,NA,NA,
2023/09/19,2023,9,19,08:11,Wild boar,Pellets,Pellets,2,14.7,2,35,0,0,0,0,0,0,NA,NA,
2023/09/21,2023,9,21,08:22,Wild boar,"Bread, pellets",Bread + pellets,3,13.1,1,30,0,0,0,0,0,0,NA,NA,
2023/09/22,2023,9,22,,Wild boar,"Bread, pellets",Bread + pellets,4,15.7,2,25,0,0,0,0,0,0,NA,NA,
2023/09/23,2023,9,23,,Wild boar,"Bread, pellets",Bread + pellets,2,11.7,3,30,0,0,0,0,0,0,NA,NA,
2023/09/24,2023,9,24,,Wild boar,"Bread, pellets",Bread + pellets,2,10.5,2,30,0,0,0,0,0,0,NA,NA,
2023/09/25,2023,9,25,,Wild boar,"Pellets, bananas",Pellets + vegetables/fruit,2,6.7,2,3,0,0,0,0,0,0,NA,NA,
2023/09/26,2023,9,26,,Wild boar,"Bread, walnuts, pellets",Bread + pellets + nuts,3,9.8,1,30,0,0,0,0,0,0,NA,NA,
2023/09/27,2023,9,27,,Wild boar,"Bread, pellets, kitchen leftovers",Bread + pellets + kitchen scraps,2.5,10.1,1,30,0,0,0,0,0,0,NA,NA,
2023/09/28,2023,9,28,,Wild boar,"Bread, pellets, kitchen leftovers",Bread + pellets + kitchen scraps,3,9.4,1,30,0,0,0,0,0,0,NA,NA,
2023/09/29,2023,9,29,,Wild boar,"Bread, pellets",Bread + pellets,3,9.3,1,30,0,0,0,0,0,0,NA,NA,
2023/10/02,2023,10,2,,Wild boar,"Pellets, bread, nuts",Bread + pellets + nuts,2,9.8,1,,0,0,0,0,0,0,NA,NA,
2023/10/03,2023,10,3,,Wild boar,Pellets,Pellets,2,11.8,1,,0,0,0,0,0,0,NA,NA,
2023/10/05,2023,10,5,,Wild boar,"Bread, pellets, eggs",Bread + pellets + kitchen scraps,2,7.1,1,,0,0,0,0,0,0,NA,NA,
2023/10/08,2023,10,8,,Wild boar,"Bread, pellets",Bread + pellets,2,20.2,2,,0,0,0,0,0,0,NA,NA,
2023/10/11,2023,10,11,,Wild boar,"Bread, pellets",Bread + pellets,2,9.8,1,,0,0,0,0,0,0,NA,NA,
2023/10/13,2023,10,13,,Wild boar,Bread,Bread,3,12.4,1,,0,0,0,0,0,0,NA,NA,
2023/10/14,2023,10,14,,Wild boar,Bread,Bread,2,11.3,1,,0,0,0,0,0,0,NA,NA,
2023/10/16,2023,10,16,,Wild boar,"Bread, kitchen leftovers",Bread + kitchen scraps,3,0.6,1,,0,0,0,0,0,0,NA,NA,
2023/10/17,2023,10,17,,Wild boar,"Bread, pellets",Bread + pellets,2,-0.4,1,,0,0,0,0,0,0,NA,NA,
2023/10/18,2023,10,18,,Wild boar,"Pellets, bread, broccoli",Bread + pellets + vegetables/fruit,2,1,1,,0,0,0,0,0,0,NA,NA,
2023/10/19,2023,10,19,,Wild boar,Bread,Bread,2,5.2,1,,0,0,0,0,0,0,NA,NA,
2023/10/20,2023,10,20,,Wild boar,"Pellets, nuts, kitchen leftovers",Pellets + nuts + kitchen scraps,3,8.8,2,,0,0,0,0,0,0,NA,NA,
2023/10/23,2023,10,23,,Wild boar,Pellets,Pellets,2,7,1,,0,0,0,0,0,0,NA,NA,Temperature from Bergfex
2023/10/24,2023,10,24,,Wild boar,"Bread, pellets",Bread + pellets,3,6.9,1,,0,0,0,0,0,0,NA,NA,
2023/10/25,2023,10,25,,Wild boar,"Pellets, bread, kitchen leftovers",Bread + pellets + kitchen scraps,2,10.2,2,,0,0,0,0,0,0,NA,NA,
2023/10/26,2023,10,26,,Wild boar,"Bread, pellets",Bread + pellets,2,7.9,1,,0,0,0,0,0,0,NA,NA,
2023/10/27,2023,10,27,,Wild boar,"Bread, pellets, bananas",Bread + pellets + vegetables/fruit,2,9.5,4,,0,0,0,0,0,0,NA,NA,
2023/11/03,2023,11,3,,Wild boar,Bread,Bread,3,12.8,3,,0,0,0,0,0,0,NA,NA,
2023/11/04,2023,11,4,,Wild boar,"Bread, pellets, nuts",Bread + pellets + nuts,3,2.6,1,,0,0,0,0,0,0,NA,NA,
2023/11/09,2023,11,9,08:37,Wild boar,"Bread, pellets",Bread + pellets,2,0.2,1,20,0,0,0,0,0,0,NA,NA,
2023/11/15,2023,11,15,,Wild boar,"Bread, pellets",Bread + pellets,3,10.7,4,30,0,0,0,0,0,0,NA,NA,
2023/11/28,2023,11,28,08:47,Wild boar,"Bread, pellets",Bread + pellets,3,1.7,3,30,0,0,0,0,1,0,NA,NA,Piglets culled the previous day
2023/11/29,2023,11,29,08:44,Wild boar,Bread,Bread,2,-1.8,5,20,0,0,0,0,0,0,NA,NA,
2023/11/30,2023,11,30,08:44,Wild boar,Bread,Bread,3,-3.4,2,20,0,0,0,0,0,0,NA,NA,
2023/12/01,2023,12,1,08:41,Wild boar,"Bread, pellets, blueberries",Bread + pellets + vegetables/fruit,3,-0.1,3,35,0,0,0,0,0,0,NA,NA,
2023/12/05,2023,12,5,08:49,Wild boar,"Bread, blueberries, sauerkraut",Bread + vegetables/fruit,3,-2.6,2,35,0,0,0,0,0,0,NA,NA,Start of Ilona's feeding coordination protocol
2023/12/06,2023,12,6,08:50,Wild boar,Bread,Bread,3,0.4,2,40,0,0,1,0,0,0,NA,NA,
2023/12/07,2023,12,7,08:45,Wild boar,Bread,Bread,2,0.6,5,30,0,0,1,0,0,0,NA,NA,
2023/12/08,2023,12,8,09:49,Wild boar,Bread,Bread,2,-4.8,2,25,0,0,0,0,0,0,NA,NA,
2023/12/12,2023,12,12,08:37,Wild boar,Pellets,Pellets,1,8.7,2,10,0,0,0,0,1,0,NA,NA,"Piglets culled the previous day, two buzzards seen during feeding"
2023/12/13,2023,12,13,08:50,Wild boar,"Bread, chicken legs and heads",Bread + raw meat scraps,4,4.8,2,25,0,0,1,0,0,0,NA,NA,
2023/12/14,2023,12,14,08:51,Wild boar,"Bread, chicken legs and heads",Bread + raw meat scraps,4,3.5,3,20,0,0,1,0,0,0,NA,NA,
2023/12/15,2023,12,15,08:37,Wild boar,"Bread, chicken legs and heads",Bread + raw meat scraps,4,2.8,2,35,0,0,0,0,0,0,NA,NA,
2023/12/18,2023,12,18,08:45,Wild boar,Chicken legs and heads,Raw meat scraps,3,-0.3,1,35,0,0,0,0,0,0,NA,NA,
